0.000000e+00 0.000000e+00 -2.630927e-13 -4.990998e-06 -5.142075e-07
7.812500e-03 7.812500e-03 3.350660e-08 -1.107317e-01 1.107262e-01
1.562500e-02 1.562500e-02 6.685982e-08 -2.213424e-01 2.213370e-01
2.343750e-02 2.343750e-02 9.990241e-08 -3.317215e-01 3.317160e-01
3.125000e-02 3.125000e-02 1.324732e-07 -4.417529e-01 4.417475e-01
3.906250e-02 3.906250e-02 1.644063e-07 -5.513207e-01 5.513153e-01
4.687500e-02 4.687500e-02 1.955246e-07 -6.603087e-01 6.603033e-01
5.468750e-02 5.468750e-02 2.256459e-07 -7.686007e-01 7.685954e-01
6.250000e-02 6.250000e-02 2.545757e-07 -8.760804e-01 8.760752e-01
7.031250e-02 7.031250e-02 2.821079e-07 -9.826312e-01 9.826260e-01
7.812500e-02 7.812500e-02 3.080188e-07 -1.088136e+00 1.088131e+00
8.593750e-02 8.593750e-02 3.320680e-07 -1.192478e+00 1.192473e+00
9.375000e-02 9.375000e-02 3.540177e-07 -1.295540e+00 1.295535e+00
1.015625e-01 1.015625e-01 3.736107e-07 -1.397203e+00 1.397199e+00
1.093750e-01 1.093750e-01 3.905836e-07 -1.497350e+00 1.497345e+00
1.171875e-01 1.171875e-01 4.046632e-07 -1.595861e+00 1.595856e+00
1.250000e-01 1.250000e-01 4.155704e-07 -1.692616e+00 1.692611e+00
1.328125e-01 1.328125e-01 4.230508e-07 -1.787494e+00 1.787490e+00
1.406250e-01 1.406250e-01 4.268607e-07 -1.880375e+00 1.880371e+00
1.484375e-01 1.484375e-01 4.268035e-07 -1.971136e+00 1.971132e+00
1.562500e-01 1.562500e-01 4.227324e-07 -2.059652e+00 2.059648e+00
1.640625e-01 1.640625e-01 4.145938e-07 -2.145798e+00 2.145794e+00
1.718750e-01 1.718750e-01 4.023909e-07 -2.229448e+00 2.229444e+00
1.796875e-01 1.796875e-01 3.861961e-07 -2.310471e+00 2.310468e+00
1.875000e-01 1.875000e-01 3.661769e-07 -2.388738e+00 2.388735e+00
1.953125e-01 1.953125e-01 3.426246e-07 -2.464114e+00 2.464111e+00
2.031250e-01 2.031250e-01 3.159426e-07 -2.536464e+00 2.536461e+00
2.109375e-01 2.109375e-01 2.866016e-07 -2.605648e+00 2.605645e+00
2.187500e-01 2.187500e-01 2.552577e-07 -2.671522e+00 2.671520e+00
2.265625e-01 2.265625e-01 2.226768e-07 -2.733941e+00 2.733939e+00
2.343750e-01 2.343750e-01 1.896414e-07 -2.792753e+00 2.792751e+00
2.421875e-01 2.421875e-01 1.569724e-07 -2.847803e+00 2.847800e+00
2.500000e-01 2.500000e-01 1.256250e-07 -2.898927e+00 2.898925e+00
2.578125e-01 2.578125e-01 9.654137e-08 -2.945958e+00 2.945957e+00
2.656250e-01 2.656250e-01 7.075039e-08 -2.988722e+00 2.988720e+00
2.734375e-01 2.734375e-01 4.940415e-08 -3.027035e+00 3.027033e+00
2.812500e-01 2.812500e-01 3.383390e-08 -3.060705e+00 3.060704e+00
2.890625e-01 2.890625e-01 2.563584e-08 -3.089531e+00 3.089529e+00
2.968750e-01 2.968750e-01 2.684394e-08 -3.113298e+00 3.113297e+00
3.046875e-01 3.046875e-01 3.996699e-08 -3.131781e+00 3.131780e+00
3.125000e-01 3.125000e-01 6.807959e-08 -3.144739e+00 3.144737e+00
3.203125e-01 3.203125e-01 1.146000e-07 -3.151913e+00 3.151912e+00
3.281250e-01 3.281250e-01 1.828510e-07 -3.153028e+00 3.153028e+00
3.359375e-01 3.359375e-01 2.751037e-07 -3.147785e+00 3.147785e+00
3.437500e-01 3.437500e-01 3.911704e-07 -3.135861e+00 3.135860e+00
3.515625e-01 3.515625e-01 5.264098e-07 -3.116901e+00 3.116901e+00
3.593750e-01 3.593750e-01 6.696998e-07 -3.090520e+00 3.090520e+00
3.671875e-01 3.671875e-01 8.016973e-07 -3.056290e+00 3.056290e+00
3.750000e-01 3.750000e-01 8.948139e-07 -3.013737e+00 3.013737e+00
3.828125e-01 3.828125e-01 9.157517e-07 -2.962331e+00 2.962330e+00
3.906250e-01 3.906250e-01 8.321866e-07 -2.901472e+00 2.901472e+00
